Razão Social|Nome de Pregão|Segmento|Links|Nome de Pregão:|CNPJ:|Atividade Principal:|Classificação Setorial:|Site:|Códigos de Negociação1:|Códigos de Negociação2:|Códigos de Negociação3:|Códigos de Negociação4:|Códigos de Negociação5:|Códigos de Negociação6:|Códigos de Negociação7:|Códigos de Negociação8:|Códigos de Negociação9:|Códigos de Negociação10:|Códigos de Negociação11:|Códigos de Negociação12:|Códigos de Negociação13:|Códigos ISIN1:|Códigos ISIN2:|Códigos ISIN3:|Códigos ISIN4:|Códigos ISIN5:|Códigos ISIN6:|Códigos ISIN7:|Códigos ISIN8:|Códigos CVM:
SUDESTE S.A.|SUDESTE S/A|MB|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=16586|SUDESTE S/A|02.062.747/0001-08|Participação em Outras Sociedades.|Outros / Outros / Outros|http://www.sudestenet.com.br/home/index.aspx|OPSE3B|OPSE3B|||||||||||| BROPSEACNOR8  ||||||||  16586
SUL 116 PARTICIPACOES S.A.|SUL 116 PART|MB|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=16438|SUL 116 PART|01.957.772/0001-89|Participação em Outras Sociedades. Comerciais Ou Civis. Nacionais Ou Estrangeiras. Como Sócia. Acionista Ou Quotista; E A Participação. Como Quotista. em Fundos de Investimento Constuidos Regularmente|Outros / Outros / Outros|http://sul116participacoes.mzweb.com.br|OPTS3B|OPTS3B|||||||||||| BROPTSACNOR6  ||||||||  16438
SUL AMERICA S.A.|SUL AMERICA|N2|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=21121|SUL AMERICA|29.978.814/0001-87|A Sul América S.A. É Uma Sociedade de Participação E Suas Controladas Atuam Nos Setores de Seguros. Previdência Complementar. Administração de Recursos E Assistência à Saúde.|Financeiro / Previdência e Seguros / Seguradoras|www.sulamerica.com.br|SULA11|SULA3|SULA4|SULA11|SULA3||||||||| BRSULAACNOR2| BRSULAACNPR9| BRSULACDAM12  ||||||  21121
SUZANO HOLDING S.A.|SUZANO HOLD||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=9067|SUZANO HOLD|60.651.809/0001-05|Sociedade Holding - Participação Como Acionista Ou Quotista No Capital Social de Outras Sociedades|Materiais Básicos / Madeira e Papel / Papel e Celulose|www.suzano.com.br|NEMO3|NEMO5|NEMO6|NEMO3|NEMO5||||||||| BRNEMOACNOR6| BRNEMOACNPA9| BRNEMOACNPB7  ||||||  9067
SUZANO S.A.|SUZANO S.A.|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=13986|SUZANO S.A.|16.404.287/0001-55|Indústria E Comércio de Papel E Celulose|Materiais Básicos / Madeira e Papel / Papel e Celulose|www.suzano.com.br/ri|SUZB3|SUZB3|||||||||||| BRSUZBACNOR0  ||||||||  13986
T4F ENTRETENIMENTO S.A.|TIME FOR FUN|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=22454|TIME FOR FUN|02.860.694/0001-62|Atuação No Setor de Entretenimento Ao Vivo. Através Da Operação de Casas de Espetáculos E de Bilheterias. Da Comercialização de Alimentos. Bebidas E Produtos Promocionais E Da Negociação de Patrocínio|Consumo Cíclico / Viagens e Lazer / Produção de Eventos e Shows|www.t4f.com.br/ri|SHOW3|SHOW3|||||||||||| BRSHOWACNOR7  ||||||||  22454
TAURUS ARMAS S.A.|TAURUS ARMAS|N2|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=6173|TAURUS ARMAS|92.781.335/0001-02|Indústria E Comércio de Armas|Bens Industriais / Máquinas e Equipamentos / Armas e Munições|www.taurus.com.br|TASA3|TASA4|TASA13|TASA15|TASA17|TASA3|||||||| BRTASAACNOR7| BRTASAACNPR4| BRTASAN01PR8| BRTASAN02PR6| BRTASAN03PR4  ||||  6173
TCP TERMINAL DE CONTEINERES DE PARANAGUA SA|TCP TERMINAL||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=24066|TCP TERMINAL|12.919.786/0001-24|Exploração de Instalações Portuárias E de área. Atividade de Operador Portuário. De movimentação E Armazenagem de Carga E Contêineres. Veículos Automotivos. Bens. Produtos E equipamentos.|Não Classificados / Não Classificado / Não Classificados|www.tcp.com.br/ri|NENHUM||||||||||||| ||||||||  24066
TECHNOS S.A.|TECHNOS|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=22519|TECHNOS|09.295.063/0001-97|A Companhia Tem Por Objeto Social A Participação em Outras Sociedades. Como Sócia Ou Acionista. No País Ou No Exterior.|Consumo Cíclico / Tecidos. Vestuário e Calçados / Acessórios|www.grupotechnos.com.br|TECN3|TECN3|||||||||||| BRTECNACNOR6  ||||||||  22519
TECNISA S.A.|TECNISA|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=20435|TECNISA|08.065.557/0001-12|Incorporação. Compra E Venda de Imóveis Prontos E A Construir A Locação E Administração de Bens Imóveis. Construção de Imóveis E A Prestação de Serviço de Consultoria Imobiliaria.|Consumo Cíclico / Construção Civil / Incorporações|www.tecnisa.com.br/ri|TCSA3|TCSA3|||||||||||| BRTCSAACNOR3  ||||||||  20435
TECNOSOLO ENGENHARIA S.A.|TECNOSOLO||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=11207|TECNOSOLO|33.111.246/0001-90||Bens Industriais / Construção e Engenharia / Engenharia Consultiva|www.tecnosolo.com.br|TCNO3|TCNO4|TCNO3||||||||||| BRTCNOACNOR5| BRTCNOACNPR2  |||||||  11207
TEGMA GESTAO LOGISTICA S.A.|TEGMA|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=20800|TEGMA|02.351.144/0001-18|Prestação de Serviços de Logística Para A Indústria Automotiva. Gerenciamento de Estoques E Pátios. Atividades de Armazém Geral. Pdi. Dentre Outras.|Bens Industriais / Transporte / Transporte Rodoviário|www.tegma.com.br|TGMA3|TGMA3|||||||||||| BRTGMAACNOR7  ||||||||  20800
TEKA-TECELAGEM KUEHNRICH S.A.|TEKA||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=11223|TEKA|82.636.986/0001-55|Fabricação de Artigos de Cama. Mesa E Banho|Consumo Cíclico / Tecidos. Vestuário e Calçados / Fios e Tecidos|www.teka.com.br|TEKA3|TEKA4|TEKA3||||||||||| BRTEKAACNOR6| BRTEKAACNPR3  |||||||  11223
TEKNO S.A. - INDUSTRIA E COMERCIO|TEKNO||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=11231|TEKNO|33.467.572/0001-34|Pintura de Bobinas E Chapas Metálicas|Materiais Básicos / Siderurgia e Metalurgia / Artefatos de Ferro e Aço|www.tekno.com.br|TKNO3|TKNO4|TKNO3||||||||||| BRTKNOACNOR8| BRTKNOACNPR5  |||||||  11231
TELEC BRASILEIRAS S.A. TELEBRAS|TELEBRAS||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=11258|TELEBRAS|00.336.701/0001-04|Consecução E Execução Das Políticas Públicas de Telecomunicação (decreto 9.612/2018).|Comunicações / Telecomunicações / Telecomunicações|www.telebras.com.br|TELB3|TELB4|TELB3||||||||||| BRTELBACNOR2| BRTELBACNPR9  |||||||  11258
TELEFÔNICA BRASIL S.A|TELEF BRASIL||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=17671|TELEF BRASIL|02.558.157/0001-62|Prestação de Serviços de Telecomunicações. Exploração de Serviços de Valor Adicionado E Soluções Integradas.|Comunicações / Telecomunicações / Telecomunicações|www.telefonica.com.br|VIVT3|VIVT3|||||||||||| BRVIVTACNOR0  ||||||||  17671
TERMELÉTRICA PERNAMBUCO III S.A.|TERM. PE III||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=23329|TERM. PE III|10.502.676/0001-37|Implantação E Exploração de Empreendimentos de Geração de Energia Elétrica E Infra¬estrutura correlata. Comercialização de Energia Elétrica Gerada em Tais Empreendimentos.|Utilidade Pública / Energia Elétrica / Energia Elétrica|www.utepeiii.com.br|NENHUM||||||||||||| ||||||||  23329
TERMINAL GARAGEM MENEZES CORTES S.A.|MENEZES CORT|MB|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=18538|MENEZES CORT|02.664.042/0001-52||Financeiro / Exploração de Imóveis / Exploração de Imóveis|www.tgmc.com.br|MNZC3B|MNZC3B|||||||||||| BRMNZCACNOR6  ||||||||  18538
TERMOPERNAMBUCO S.A.|TERMOPE||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=19852|TERMOPE|03.795.050/0001-09||Utilidade Pública / Energia Elétrica / Energia Elétrica|www.termope.com.br|NENHUM||||||||||||| ||||||||  19852
TERRA SANTA AGRO S.A.|TERRA SANTA|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=20354|TERRA SANTA|05.799.312/0001-20|- Produção E Comércio de Produtos Vegetais (soja. Milho E Algodão) - Industrialização E Comércio de Biocombustíveis. óleo Vegetal E Subprodutos|Consumo não Cíclico / Agropecuária / Agricultura|www.terrasantaagro.com|TESA3|TESA12|||||||||||| BRTESAACNOR9| BRTESAN01OR3  |||||||  20354
TEXTIL RENAUXVIEW S.A.|TEX RENAUX||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=7544|TEX RENAUX|82.982.075/0001-80|Fiação E Tecelagem de Algodão|Consumo Cíclico / Tecidos. Vestuário e Calçados / Fios e Tecidos|www.renauxview.com.br|NENHUM|TXRX3|||||||||||| BRTXRXACNOR3| BRTXRXACNPR0  |||||||  7544
TIM S.A.|TIM|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=24929|TIM|02.421.421/0001-11||Comunicações / Telecomunicações / Telecomunicações||TIMS3|TIMS3|||||||||||| BRTIMSACNOR5  ||||||||  24929
TOTVS S.A.|TOTVS|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=19992|TOTVS|53.113.791/0001-22|Prestação de Serviços de Consultoria. Assessoria E Desenvolvimento de Sistemas Informatizados (software). Atividades de Pesquisa E Inovação Tecnológica. Prestação de Serviços Relacionados à Gestão.|Tecnologia da Informação / Programas e Serviços / Programas e Serviços|www.totvs.com.br|TOTS3|TOTS3|||||||||||| BRTOTSACNOR8  ||||||||  19992
TPI - TRIUNFO PARTICIP. E INVEST. S.A.|TRIUNFO PART|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=19330|TRIUNFO PART|03.014.553/0001-91|A Triunfo Atua Nos Segmentos de Concessões Rodoviárias. Aeroportuária. Geração de Energia E administração Portuária.|Bens Industriais / Transporte / Exploração de Rodovias|www.triunfo.com|TPIS3|TPIS3|||||||||||| BRTPISACNOR8  ||||||||  19330
TRACK & FIELD CO S.A.|TRACK FIELD|N2|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=25208|TRACK FIELD|59.418.806/0001-47|Atuação No Varejo Dos Setores de Vestuário. Acessórios E Calçados. Dentre Outros.|Consumo Cíclico / Tecidos. Vestuário e Calçados / Vestuário||TFCO4|TFCO4|||||||||||| BRTFCOACNPR8  ||||||||  25208
TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.|TAESA|N2|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=20257|TAESA|07.859.971/0001-30|Transmissão de Energia Elétrica.|Utilidade Pública / Energia Elétrica / Energia Elétrica|www.taesa.com.br|TAEE11|TAEE3|TAEE4|TAEE11|TAEE3||||||||| BRTAEEACNOR9| BRTAEEACNPR6| BRTAEECDAM10| BRTAEEDBS0C4| BRTAEEDBS0E0  ||||  20257
TREVISA INVESTIMENTOS S.A.|TREVISA||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=8192|TREVISA|92.660.570/0001-26|Part. Capital Outras Empresas Qualquer Setor Económico. locação de Conjuntos Comerciais.|Bens Industriais / Transporte / Transporte Hidroviário|www.trevisa.com.br|LUXM3|LUXM4|LUXM3||||||||||| BRLUXMACNOR7| BRLUXMACNPR4  |||||||  8192
TRIÂNGULO DO SOL AUTO-ESTRADAS S.A.|TRIANGULOSOL||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=23060|TRIANGULOSOL|02.509.186/0001-34|Exploração Do Sistema Rodoviário Relativo Ao Lote 09.|Bens Industriais / Transporte / Exploração de Rodovias|www.triangulodosol.com.br|NENHUM||||||||||||| ||||||||  23060
TRISUL S.A.|TRISUL|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=21130|TRISUL|08.811.643/0001-27|Incorporadora E Construtora|Consumo Cíclico / Construção Civil / Incorporações|www.trisul-sa.com.br/ri|TRIS3|TRIS3|||||||||||| BRTRISACNOR4  ||||||||  21130
TRONOX PIGMENTOS DO BRASIL S.A.|CRISTAL||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=11398|CRISTAL|15.115.504/0001-24||Materiais Básicos / Químicos / Químicos Diversos|http://www.cristal-al.com.br|CRPG3|CRPG5|CRPG6|CRPG3|CRPG5||||||||| BRCRPGACNOR0| BRCRPGACNPA3| BRCRPGACNPB1  ||||||  11398
TRUE SECURITIZADORA S.A.|TRUESEC||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=22276|TRUESEC|12.130.744/0001-00|(i) Aquisição E Securitização de Créditos Imobiliários E Direitos Creditórios Do Agronegócio (ii) emissão E Colocação No Mercado Financeiro de Certificados de Recebíveis Imobiliários E Do agronegóci|Financeiro / Securitizadoras de Recebíveis / Securitizadoras de Recebíveis|www.apicesec.com.br|NENHUM|APCS-CRI05B0|||||||||||| BRAPCSCRI2U7  ||||||||  22276
TUPY S.A.|TUPY|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=6343|TUPY|84.683.374/0001-49|Produtos Fundidos Para Os Setores de Transporte de Carga. Infraestrutura E Agricultura / Conexões em Ferro Fundido Para Aplicações em Redes Hidráulicas E de Gás / Perfis|Bens Industriais / Material de Transporte / Material Rodoviário|www.tupy.com.br|TUPY3|TUPY3|||||||||||| BRTUPYACNOR1  ||||||||  6343
ULTRAPAR PARTICIPACOES S.A.|ULTRAPAR|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=18465|ULTRAPAR|33.256.439/0001-39|Distribuição de Combustíveis. Químicos. Armazenagem Para Granéis Líquidos E Varejo Farmacêutico|Petróleo. Gás e Biocombustíveis / Petróleo. Gás e Biocombustíveis / Exploração. Refino e Distribuição|www.ultra.com.br|UGPA3|UGPA3|||||||||||| BRUGPAACNOR8  ||||||||  18465
UNICASA INDÚSTRIA DE MÓVEIS S.A.|UNICASA|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=22780|UNICASA|90.441.460/0001-48|Indústria. Comércio. Prestação de Serviços. Importação E Exportação de Produtos Relacionados Ao Ramo de Mobiliário em Geral. Planejado E Modulado de Madeira. Ferro. Aço. Alumínio E Outros Materiais.|Consumo Cíclico / Utilidades Domésticas / Móveis|http://www.unicasamoveis.com.br|UCAS3|UCAS3|||||||||||| BRUCASACNOR1  ||||||||  22780
UNIDAS S.A.|UNIDAS||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=21555|UNIDAS|04.437.534/0001-30|"A Plataforma de Negócios Da Companhia É Composta Pelas Divisões de (i) Terceirização de Frotas. Também Designada ""fleet"". (ii) Aluguel de Carros. Também Designada ""rac"" E (iii) Venda de Seminovos."|Consumo Cíclico / Diversos / Aluguel de carros|www.unidas.com.br|NENHUM||||||||||||| ||||||||  21555
UNIPAR CARBOCLORO S.A.|UNIPAR||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=11592|UNIPAR|33.958.695/0001-78|Atuar No Setor de Soda. Cloro E Derivados. Podendo Participar Como Sócia Ou Acionista de Outras Sociedades. Direta Ou Indiretamente. Inclusive Por Meio de Fundos de Investimentos.|Materiais Básicos / Químicos / Químicos Diversos|www.uniparcarbocloro.com.br|UNIP3|UNIP5|UNIP6|UNIP3|UNIP5||||||||| BRUNIPACNOR7| BRUNIPACNPA0| BRUNIPACNPB8  ||||||  11592
UPTICK PARTICIPACOES S.A.|UPTICK|MB|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=16624|UPTICK|02.162.616/0001-94||Utilidade Pública / Energia Elétrica / Energia Elétrica|www.uptickbrasil.com.br|UPKP3B|UPKP3B|||||||||||| BRUPKPACNOR8  ||||||||  16624
USINAS SID DE MINAS GERAIS S.A.-USIMINAS|USIMINAS|N1|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=14320|USIMINAS|60.894.730/0001-05|Venda de Produtos Siderúrgicos. Como Chapas Grossas. Laminados A Quente. A Frio. Placas. Galvanizados. Entre Outros.|Materiais Básicos / Siderurgia e Metalurgia / Siderurgia|www.usiminas.com|USIM3|USIM5|USIM6|USIM3|USIM5||||||||| BRUSIMACNOR3| BRUSIMACNPA6| BRUSIMACNPB4  ||||||  14320
VALE S.A.|VALE|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=4170|VALE|33.592.510/0001-54|Mineração|Materiais Básicos / Mineração / Minerais Metálicos|www.vale.com|VALE3||||||||||||| BRVALEACNOR0| BRVALEDBS069| BRVALEDBS077| BRVALEDBS085| BRVALEDBS0A5  ||||  4170
VALID SOLUÇÕES S.A.|VALID|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=20028|VALID|33.113.309/0001-47|Impressão de Documentos de Segurança.|Bens Industriais / Serviços / Serviços Diversos|www.valid.com.br|VLID3|VLID11|||||||||||| BRVLIDACNOR5| BRVLIDN01OR9  |||||||  20028
VAMOS LOCAÇÃO DE CAMINHÕES. MÁQUINAS E EQUIP. S.A.|VAMOS|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=24716|VAMOS|23.373.000/0001-32|Locação de Caminhões. Máquinas E Equipamentos Pesados E A Prestação de Serviços de Manutenção de Frota. Tanto Preventiva. Quanto Corretiva.|Consumo Cíclico / Diversos / Aluguel de carros|http://www.grupovamos.com.br/|VAMO3|VAMO3|||||||||||| BRVAMOACNOR7  ||||||||  24716
VERT COMPANHIA SECURITIZADORA|VERTCIASEC||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=23990|VERTCIASEC|25.005.683/0001-09|A Aquisição E Securitização de Quaisquer Direitos Creditórios Do Agronegócio E de Títulos E Valores Mobiliários Lastreados em Direitos de Crédito Do Agronegócio E Direitos de Crédito Imobiliários|Financeiro / Securitizadoras de Recebíveis / Securitizadoras de Recebíveis|www.vert-capital.com|NENHUM|VERT-CRAE2B0|||||||||||| BRVERTCRA0Q7  ||||||||  23990
VIA VAREJO S.A.|VIAVAREJO|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=6505|VIAVAREJO|33.041.260/0652-90||Consumo Cíclico / Comércio / Eletrodomésticos|www.viavarejo.com.br/ri|VVAR3|VVAR3|||||||||||| BRVVARACNOR1  ||||||||  6505
VIVARA PARTICIPAÇOES S.A|VIVARA S.A.|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=24805|VIVARA S.A.|33.839.910/0001-11|Participação em Outras Sociedades. Na Qualidade de Quotistas. Ou Acionistas; Holding de Instituições Não-financeiras; E Agente de Propriedade Intelectual.|Consumo Cíclico / Tecidos. Vestuário e Calçados / Acessórios|https://www.vivara.com.br/|VIVA3|VIVA3|||||||||||| BRVIVAACNOR0  ||||||||  24805
VIVER INCORPORADORA E CONSTRUTORA S.A.|VIVER|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=20702|VIVER|67.571.414/0001-41|Incorporadora E Construtora Presente em Todas As Regiões Do País E Com Foco de Atuação No Mercado Residencial. Particularmente Nos Segmentos de Média E Baixa Renda.|Consumo Cíclico / Construção Civil / Incorporações|http://www.viver.com.vc|VIVR3|VIVR3|||||||||||| BRVIVRACNOR4  ||||||||  20702
VULCABRAS/AZALEIA S.A.|VULCABRAS|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=11762|VULCABRAS|50.926.955/0001-42|Representantes Comerciais E Agentes Do Comércio de Têxteis. Vestuário. Calçados E Artigos de Viagem.|Consumo Cíclico / Tecidos. Vestuário e Calçados / Calçados|www.vulcabrasazaleiari.com.br|VULC3|VULC3|||||||||||| BRVULCACNOR2  ||||||||  11762
WEG S.A.|WEG|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=5410|WEG|84.429.695/0001-11|A Weg Sa É Uma Sociedade de Participação Não Operacional (holding) E também Sociedade de Comando Do Grupo Weg.|Bens Industriais / Máquinas e Equipamentos / Motores . Compressores e Outros|www.weg.net/br|WEGE3|WEGE3|||||||||||| BRWEGEACNOR0  ||||||||  5410
WESTWING COMERCIO VAREJISTA S.A.|WESTWING|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=25518|WESTWING|14.776.142/0001-50|Comércio Físico E Digital Varejista de Móveis E Artigos Domésticos em Geral. Vestuário E Bens E Acessórios de Uso Pessoal; Serviços de Design de Interiores E Arquitetura.|Tecnologia da Informação / Programas e Serviços / Programas e Serviços||WEST3|WEST3|||||||||||| BRWESTACNOR3  ||||||||  25518
WETZEL S.A.|WETZEL S/A||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=11991|WETZEL S/A|84.683.671/0001-94|Fabricação de Peças E Acessórios Para Sistema Motor de Veículos Automotores|Bens Industriais / Material de Transporte / Material Rodoviário|www.wetzel.com.br|MWET3|MWET4|MWET3||||||||||| BRMWETACNOR6| BRMWETACNPR3  |||||||  11991
WHIRLPOOL S.A.|WHIRLPOOL||http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=14346|WHIRLPOOL|59.105.999/0001-86|Fabricação E Comercialização de Eletrodomésticos E Compressores|Consumo Cíclico / Utilidades Domésticas / Eletrodomésticos|www.whirlpool.com.br|WHRL3|WHRL4|WHRL3||||||||||| BRWHRLACNOR5| BRWHRLACNPR2  |||||||  14346
WILSON SONS LTD.|WILSON SONS|DR3|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=80047|WILSON SONS|05.721.735/0001-28|Terminais Portuários. Rebocagem. Offshore. Logística. Agenciamento Marítimo E Estaleiros.|Bens Industriais / Transporte / Serviços de Apoio e Armazenagem|www.wilsonsons.com.br|WSON33|WSON33|||||||||||| BRWSONBDR009  ||||||||  80047
WIZ SOLUÇÕES E CORRETAGEM DE SEGUROS S.A.|WIZ S.A.|NM|http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=23590|WIZ S.A.|42.278.473/0001-03|Corretagem de Seguros de Todos Os Ramos. Assessoria E Consultoria Na área de Seguros em Geral. Intermediação E Desenvolvimento de Soluções em Negócios. Sem Especificação Definida. Dentre Outros.|Financeiro / Previdência e Seguros / Corretoras de Seguros|www.wizsolucoes.com.br|WIZS3|WIZS3|||||||||||| BRWIZSACNOR1  ||||||||  23590
